IID,year,provcd,age,gender,hukou_prov,is_at_hukou,income,education,birthplace_prov,hometown,marital_status,hukou_type,health_status
1102020001820002,2018,北京市,59,女,北京市,是,37369.58026885986,初中,,北京市,2,居民户口（之前是农业户口）,健康
1102020002120001,2016,北京市,25,男,北京市,是,160000,硕士,,北京市,2,非农户口,非常健康
1102020002120001,2017,北京市,26,男,北京市,是,180000,硕士,,北京市,2,居民户口（之前是非农户口）,健康
1102020002120001,2018,北京市,27,男,北京市,是,200000,硕士,,北京市,2,居民户口（之前是非农户口）,健康
1102020002520001,2016,北京市,59,女,北京市,是,100000,初中,,北京市,2,非农户口,一般
1102020002520001,2017,北京市,60,女,北京市,是,104526.686668396,初中,,北京市,2,居民户口（之前是非农户口）,一般
1102020002520001,2018,北京市,61,女,北京市,是,125225.1148223877,初中,,北京市,2,居民户口（之前是非农户口）,一般
1102020003720001,2016,北京市,49,女,北京市,是,25000,大学本科,,北京市,2,非农户口,健康
1102020003720001,2017,北京市,50,女,北京市,是,30134.48715209961,大学本科,,北京市,2,居民户口（之前是非农户口）,健康
1102020003720001,2018,北京市,51,女,北京市,是,25491.98865890503,大学本科,,北京市,2,居民户口（之前是非农户口）,健康
1103010002500001,2012,北京市,33,女,北京市,是,200000,大学本科,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103010002500001,2013,北京市,34,女,北京市,是,225000,大学本科,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103010002500001,2014,北京市,35,女,北京市,是,250000,大学本科,北京市,北京市,2,非农户口,非常健康
1103010002500001,2015,北京市,36,女,北京市,是,205500,大学本科,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103010002500001,2016,北京市,37,女,北京市,是,161000,大学本科,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103010002500001,2017,北京市,38,女,北京市,是,116500,大学本科,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103010002500001,2018,北京市,39,女,北京市,是,72000,大学本科,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103010002700001,2016,北京市,62,男,北京市,是,5039.131164550781,大学本科,,辽宁省,2,居民户口（之前是非农户口）,健康
1103010002700001,2017,北京市,63,男,北京市,是,5888.773083686829,大学本科,,辽宁省,2,居民户口（之前是非农户口）,健康
1103010002700001,2018,北京市,64,男,北京市,是,6000,大学本科,,辽宁省,2,居民户口（之前是非农户口）,健康
1103010002700002,2016,北京市,59,女,北京市,是,4924.347996711731,大学本科,,辽宁省,2,居民户口（之前是非农户口）,健康
1103010002700002,2017,北京市,60,女,北京市,是,5971.45414352417,大学本科,,辽宁省,2,居民户口（之前是非农户口）,健康
1103010002700002,2018,北京市,61,女,北京市,是,6000,大学本科,,辽宁省,2,居民户口（之前是非农户口）,非常健康
1103010003200001,2012,北京市,31,男,北京市,是,75000,大学本科,四川省,四川省,2,居民户口（之前是非农户口）,健康
1103010003200001,2013,北京市,32,男,北京市,是,87500,大学本科,四川省,四川省,2,居民户口（之前是非农户口）,健康
1103010003200001,2014,北京市,33,男,北京市,是,100000,大学本科,四川省,四川省,2,非农户口,健康
1103010003200001,2015,北京市,34,男,北京市,是,125000,大学本科,四川省,四川省,2,居民户口（之前是非农户口）,健康
1103010003200001,2016,北京市,35,男,北京市,是,150000,大学本科,四川省,四川省,2,居民户口（之前是非农户口）,健康
1103010003200001,2017,北京市,36,男,北京市,是,200000,大学本科,四川省,四川省,2,居民户口（之前是非农户口）,健康
1103010003200001,2018,北京市,37,男,北京市,是,250000,大学本科,四川省,四川省,2,非农户口,健康
1103010004400001,2012,北京市,40,女,北京市,是,50000,大学本科,北京市,北京市,2,居民户口（之前是农业户口）,健康
1103010004400001,2013,北京市,41,女,北京市,是,50000,大学本科,北京市,北京市,2,居民户口（之前是农业户口）,健康
1103010004400001,2014,北京市,42,女,北京市,是,50000,大学本科,北京市,北京市,2,非农户口,健康
1103010004400001,2015,北京市,43,女,北京市,是,55000,大学本科,北京市,北京市,2,居民户口（之前是农业户口）,健康
1103010004400001,2016,北京市,44,女,北京市,是,60000,大学本科,北京市,北京市,2,非农户口,健康
1103010004400001,2017,北京市,45,女,北京市,是,65000,大学本科,北京市,北京市,2,居民户口（之前是农业户口）,健康
1103010004400001,2018,北京市,46,女,北京市,是,70000,大学本科,北京市,北京市,2,居民户口（之前是农业户口）,非常健康
1103010004900001,2014,北京市,48,男,北京市,是,50000,大专,北京市,北京市,2,非农户口,健康
1103010004900001,2015,北京市,49,男,北京市,是,52500,大专,北京市,北京市,2,居民户口（之前是非农户口）,健康
1103010004900001,2016,北京市,50,男,北京市,是,55000,大专,北京市,北京市,2,居民户口（之前是非农户口）,健康
1103010004900001,2017,北京市,51,男,北京市,是,57500,大专,北京市,北京市,2,居民户口（之前是非农户口）,健康
1103010004900001,2018,北京市,52,男,北京市,是,60000,大专,北京市,北京市,2,居民户口（之前是非农户口）,健康
1103010011100001,2012,北京市,40,男,北京市,是,60000,大学本科,陕西省,陕西省,2,居民户口（之前是非农户口）,一般
1103010011100001,2013,北京市,41,男,北京市,是,80000,大学本科,陕西省,陕西省,2,居民户口（之前是非农户口）,一般
1103010011100001,2014,北京市,42,男,北京市,是,100000,大学本科,陕西省,陕西省,2,非农户口,健康
1103010011100001,2015,北京市,43,男,北京市,是,110000,大学本科,陕西省,陕西省,2,居民户口（之前是非农户口）,一般
1103010011100001,2016,北京市,44,男,北京市,是,120000,大学本科,陕西省,陕西省,2,非农户口,健康
1103010011100001,2017,北京市,45,男,北京市,是,110000,大学本科,陕西省,陕西省,2,居民户口（之前是非农户口）,一般
1103010011100001,2018,北京市,46,男,北京市,是,100000,大学本科,陕西省,陕西省,2,居民户口（之前是非农户口）,一般
1103010011100002,2012,北京市,39,女,黑龙江省,否,36000,大专,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
1103010011100002,2013,北京市,40,女,黑龙江省,否,43000,大专,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
1103010011100002,2014,北京市,41,女,黑龙江省,否,50000,大专,黑龙江省,黑龙江省,2,非农户口,健康
1103010011100002,2015,北京市,42,女,黑龙江省,否,75000,大专,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
1103010011100002,2016,北京市,43,女,黑龙江省,否,100000,大专,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
1103010011100002,2017,北京市,44,女,黑龙江省,否,100000,大专,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
1103010011100002,2018,北京市,45,女,北京市,是,100000,大专,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,非常健康
1103020000200002,2012,北京市,48,女,北京市,是,14761.45148277283,初中,北京市,北京市,2,农业户口,一般
1103020000200002,2013,北京市,49,女,北京市,是,15447.86334037781,初中,北京市,北京市,2,农业户口,一般
1103020000200002,2014,北京市,50,女,北京市,是,20000,初中,北京市,北京市,2,农业户口,一般
1103020000200002,2015,北京市,51,女,北京市,是,21576.19714736938,初中,北京市,北京市,2,农业户口,一般
1103020000200002,2016,北京市,52,女,北京市,是,20977.99777984619,初中,北京市,北京市,2,农业户口,一般
1103020000200002,2017,北京市,53,女,北京市,是,22676.4702796936,初中,北京市,北京市,2,农业户口,一般
1103020000200002,2018,北京市,54,女,北京市,是,23198.55928421021,初中,北京市,北京市,2,农业户口,非常健康
1103020000700001,2012,北京市,40,女,北京市,是,30000,大专,北京市,北京市,2,农业户口,健康
1103020000700001,2013,北京市,41,女,北京市,是,30000,大专,北京市,北京市,2,农业户口,健康
1103020000700001,2014,北京市,42,女,北京市,是,30000,大专,北京市,北京市,2,农业户口,健康
1103020000700001,2015,北京市,43,女,北京市,是,35000,大专,北京市,北京市,2,农业户口,健康
1103020000700001,2016,北京市,44,女,北京市,是,40000,大专,北京市,北京市,2,农业户口,健康
1103020000700001,2017,北京市,45,女,北京市,是,45000,大专,北京市,北京市,2,农业户口,健康
1103020000700001,2018,北京市,46,女,北京市,是,50000,大专,北京市,北京市,2,农业户口,健康
1103020000700002,2012,北京市,40,男,北京市,是,45000,大专,北京市,北京市,2,农业户口,比较不健康
1103020000700002,2013,北京市,41,男,北京市,是,37500,大专,北京市,北京市,2,农业户口,比较不健康
1103020000700002,2014,北京市,42,男,北京市,是,30000,大专,北京市,北京市,2,农业户口,健康
1103020000700002,2015,北京市,43,男,北京市,是,35000,大专,北京市,北京市,2,农业户口,比较不健康
1103020000700002,2016,北京市,44,男,北京市,是,40000,大专,北京市,北京市,2,农业户口,比较不健康
1103020000700002,2017,北京市,45,男,北京市,是,45000,大专,北京市,北京市,2,农业户口,比较不健康
1103020000700002,2018,北京市,46,男,北京市,是,50000,大专,北京市,北京市,2,农业户口,比较不健康
1103020000900001,2016,北京市,50,男,北京市,是,100000,普通高中,,北京市,2,农业户口,健康
1103020000900001,2017,北京市,51,男,北京市,是,62000,普通高中,,北京市,2,农业户口,健康
1103020000900001,2018,北京市,52,男,北京市,是,24000,普通高中,,北京市,2,农业户口,非常健康
1103020001500002,2012,北京市,53,男,北京市,是,30000,初中,北京市,北京市,2,农业户口,健康
1103020001500002,2013,北京市,54,男,北京市,是,25000,初中,北京市,北京市,2,农业户口,健康
1103020001500002,2014,北京市,55,男,北京市,是,20000,初中,北京市,北京市,2,农业户口,非常健康
1103020001500002,2015,北京市,56,男,北京市,是,15000,初中,北京市,北京市,2,农业户口,健康
1103020001500002,2016,北京市,57,男,北京市,是,10000,初中,北京市,北京市,2,农业户口,健康
1103020001500002,2017,北京市,58,男,北京市,是,5000,初中,北京市,北京市,2,农业户口,健康
1103020001500002,2018,北京市,59,男,北京市,是,0,初中,北京市,北京市,2,农业户口,非常健康
1103020001900001,2012,北京市,50,女,北京市,是,30000,初中,北京市,北京市,2,农业户口,一般
1103020001900001,2013,北京市,51,女,北京市,是,32545.80974578857,初中,北京市,北京市,2,农业户口,一般
1103020001900001,2014,北京市,52,女,北京市,是,30521.64673805237,初中,北京市,北京市,2,农业户口,健康
1103020001900001,2015,北京市,53,女,北京市,是,30253.80849838257,初中,北京市,北京市,2,农业户口,一般
1103020001900001,2016,北京市,54,女,北京市,是,36418.86949539185,初中,北京市,北京市,2,农业户口,健康
1103020001900001,2017,北京市,55,女,北京市,是,34501.51920318604,初中,北京市,北京市,2,农业户口,一般
1103020001900001,2018,北京市,56,女,北京市,是,38638.38672637939,初中,北京市,北京市,2,农业户口,一般
1103020001900002,2012,北京市,49,男,北京市,是,30000,初中,北京市,北京市,2,农业户口,一般
1103020001900002,2013,北京市,50,男,北京市,是,27000,初中,北京市,北京市,2,农业户口,一般
1103020001900002,2014,北京市,51,男,北京市,是,24000,初中,北京市,北京市,2,农业户口,健康
1103020001900002,2015,北京市,52,男,北京市,是,45000,初中,北京市,北京市,2,农业户口,一般
1103020001900002,2016,北京市,53,男,北京市,是,66000,初中,北京市,北京市,2,农业户口,健康
1103020001900002,2017,北京市,54,男,北京市,是,58000,初中,北京市,北京市,2,农业户口,一般
1103020001900002,2018,北京市,55,男,北京市,是,50000,初中,北京市,北京市,2,农业户口,一般
1103020002200001,2016,北京市,50,女,北京市,是,42000,初中,,河北省,4,农业户口,一般
1103020002200001,2017,北京市,51,女,北京市,是,39000,初中,,河北省,4,农业户口,一般
1103020002200001,2018,北京市,52,女,北京市,是,36000,初中,,河北省,4,农业户口,一般
1103020002500002,2014,北京市,50,女,北京市,是,70000,初中,北京市,北京市,2,农业户口,一般
1103020002500002,2015,北京市,51,女,北京市,是,71350.53157806396,初中,北京市,北京市,2,农业户口,一般
1103020002500002,2016,北京市,52,女,北京市,是,83772.56155014038,初中,北京市,北京市,2,农业户口,一般
1103020002500002,2017,北京市,53,女,北京市,是,74568.30382347107,初中,北京市,北京市,2,农业户口,一般
1103020002500002,2018,北京市,54,女,北京市,是,75872.2972869873,初中,北京市,北京市,2,农业户口,健康
1103020002700001,2012,北京市,29,女,北京市,是,16656.67533874512,普通高中,北京市,北京市,2,农业户口,健康
1103020002700001,2013,北京市,30,女,北京市,是,19181.9965839386,普通高中,北京市,北京市,2,农业户口,健康
1103020002700001,2014,北京市,31,女,北京市,是,19043.76149177551,普通高中,北京市,北京市,2,农业户口,非常健康
1103020002700001,2015,北京市,32,女,北京市,是,15566.34426116943,普通高中,北京市,北京市,2,农业户口,健康
1103020002700001,2016,北京市,33,女,北京市,是,19363.25788497925,普通高中,北京市,北京市,2,农业户口,健康
1103020002700001,2017,北京市,34,女,北京市,是,19139.45078849792,普通高中,北京市,北京市,2,农业户口,健康
1103020002700001,2018,北京市,35,女,北京市,是,20000,普通高中,北京市,北京市,2,农业户口,健康
1103020003100002,2016,北京市,38,女,北京市,是,60000,大学本科,,北京市,2,非农户口,比较不健康
1103020003100002,2017,北京市,39,女,北京市,是,60000,大学本科,,北京市,2,非农户口,比较不健康
1103020003100002,2018,北京市,40,女,北京市,是,60000,大学本科,,北京市,2,非农户口,比较不健康
1103020003600001,2012,北京市,30,女,北京市,是,120000,大专,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103020003600001,2013,北京市,31,女,北京市,是,78000,大专,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103020003600001,2014,北京市,32,女,北京市,是,36000,大专,北京市,北京市,2,居民户口（之前是非农户口）,非常健康
1103020003600001,2015,北京市,33,女,北京市,是,118000,大专,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103020003600001,2016,北京市,34,女,北京市,是,200000,大专,北京市,北京市,2,居民户口（之前是农业户口）,一般
1103020003600001,2017,北京市,35,女,北京市,是,175000,大专,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103020003600001,2018,北京市,36,女,北京市,是,150000,大专,北京市,北京市,2,非农户口,一般
1103020003600002,2014,北京市,31,男,北京市,是,100000,大专,北京市,北京市,2,农业户口,非常健康
1103020003600002,2015,北京市,32,男,北京市,是,72500,大专,北京市,北京市,2,农业户口,比较不健康
1103020003600002,2016,北京市,33,男,北京市,是,45000,大专,北京市,北京市,2,农业户口,比较不健康
1103020003600002,2017,北京市,34,男,北京市,是,52500,大专,北京市,北京市,2,农业户口,比较不健康
1103020003600002,2018,北京市,35,男,北京市,是,60000,大专,北京市,北京市,2,农业户口,非常健康
1103020003800001,2012,北京市,39,男,北京市,是,20000,大专,北京市,北京市,2,居民户口（之前是农业户口）,一般
1103020003800001,2013,北京市,40,男,北京市,是,35000,大专,北京市,北京市,2,居民户口（之前是农业户口）,一般
1103020003800001,2014,北京市,41,男,北京市,是,50000,大专,北京市,北京市,2,农业户口,一般
1103020003800001,2015,北京市,42,男,北京市,是,40000,大专,北京市,北京市,2,居民户口（之前是农业户口）,一般
1103020003800001,2016,北京市,43,男,北京市,是,30000,大专,北京市,北京市,2,农业户口,一般
1103020003800001,2017,北京市,44,男,北京市,是,115000,大专,北京市,北京市,2,居民户口（之前是农业户口）,一般
1103020003800001,2018,北京市,45,男,北京市,是,200000,大专,北京市,北京市,2,居民户口（之前是农业户口）,非常健康
1103020004000001,2012,北京市,41,女,北京市,是,25000,中专,北京市,北京市,2,农业户口,比较不健康
1103020004000001,2013,北京市,42,女,北京市,是,22500,中专,北京市,北京市,2,农业户口,比较不健康
1103020004000001,2014,北京市,43,女,北京市,是,20000,中专,北京市,北京市,2,农业户口,比较不健康
1103020004000001,2015,北京市,44,女,北京市,是,17500,中专,北京市,北京市,2,农业户口,比较不健康
1103020004000001,2016,北京市,45,女,北京市,是,15000,中专,北京市,北京市,2,农业户口,一般
1103020004000001,2017,北京市,46,女,北京市,是,12500,中专,北京市,北京市,2,农业户口,比较不健康
1103020004000001,2018,北京市,47,女,北京市,是,10000,中专,北京市,北京市,2,农业户口,一般
1103020004000002,2014,北京市,53,男,北京市,是,36000,普通高中,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103020004000002,2015,北京市,54,男,北京市,是,53000,普通高中,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103020004000002,2016,北京市,55,男,北京市,是,70000,普通高中,北京市,北京市,1,非农户口,一般
1103020004000002,2017,北京市,56,男,北京市,是,75000,普通高中,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103020004000002,2018,北京市,57,男,北京市,是,80000,普通高中,北京市,北京市,2,居民户口（之前是非农户口）,一般
1103020004400001,2012,北京市,37,女,北京市,是,40000,大专,北京市,北京市,2,农业户口,比较不健康
1103020004400001,2013,北京市,38,女,北京市,是,40000,大专,北京市,北京市,2,农业户口,比较不健康
1103020004400001,2014,北京市,39,女,北京市,是,40000,大专,北京市,北京市,2,农业户口,一般
1103020004400001,2015,北京市,40,女,北京市,是,70000,大专,北京市,北京市,2,农业户口,比较不健康
1103020004400001,2016,北京市,41,女,北京市,是,100000,大专,北京市,北京市,2,农业户口,比较不健康
1103020004400001,2017,北京市,42,女,北京市,是,100000,大专,北京市,北京市,2,农业户口,比较不健康
1103020004400001,2018,北京市,43,女,北京市,是,100000,大专,北京市,北京市,2,农业户口,一般
1103020005800001,2012,北京市,38,男,北京市,是,70000,大学本科,北京市,北京市,2,非农户口,一般
1103020005800001,2013,北京市,39,男,北京市,是,80000,大学本科,北京市,北京市,2,非农户口,一般
1103020005800001,2014,北京市,40,男,北京市,是,90000,大学本科,北京市,北京市,2,非农户口,一般
1103020005800001,2015,北京市,41,男,北京市,是,117500,大学本科,北京市,北京市,2,非农户口,一般
1103020005800001,2016,北京市,42,男,北京市,是,145000,大学本科,北京市,北京市,2,非农户口,一般
1103020005800001,2017,北京市,43,男,北京市,是,172500,大学本科,北京市,北京市,2,非农户口,一般
1103020005800001,2018,北京市,44,男,北京市,是,200000,大学本科,北京市,北京市,2,非农户口,健康
1103020005800002,2012,北京市,34,女,北京市,是,25000,大学本科,北京市,北京市,2,非农户口,一般
1103020005800002,2013,北京市,35,女,北京市,是,32500,大学本科,北京市,北京市,2,非农户口,一般
1103020005800002,2014,北京市,36,女,北京市,是,40000,大学本科,北京市,北京市,2,农业户口,一般
1103020005800002,2015,北京市,37,女,北京市,是,50000,大学本科,北京市,北京市,2,非农户口,一般
1103020005800002,2016,北京市,38,女,北京市,是,60000,大学本科,北京市,北京市,2,非农户口,一般
1103020005800002,2017,北京市,39,女,北京市,是,70000,大学本科,北京市,北京市,2,非农户口,一般
1103020005800002,2018,北京市,40,女,北京市,是,80000,大学本科,北京市,北京市,2,非农户口,健康
1103020007310001,2014,北京市,35,女,北京市,是,30000,大专,北京市,北京市,2,农业户口,一般
1103020007310001,2015,北京市,36,女,北京市,是,55000,大专,北京市,北京市,2,农业户口,一般
1103020007310001,2016,北京市,37,女,北京市,是,80000,大专,北京市,北京市,2,农业户口,一般
1103020007310001,2017,北京市,38,女,北京市,是,70000,大专,北京市,北京市,2,农业户口,一般
1103020007310001,2018,北京市,39,女,北京市,是,60000,大专,北京市,北京市,2,农业户口,一般
1103020007710001,2014,北京市,41,女,北京市,是,25000,初中,北京市,北京市,2,农业户口,非常健康
1103020007710001,2015,北京市,42,女,北京市,是,28750,初中,北京市,北京市,2,农业户口,健康
1103020007710001,2016,北京市,43,女,北京市,是,32500,初中,北京市,北京市,2,农业户口,健康
1103020007710001,2017,北京市,44,女,北京市,是,36250,初中,北京市,北京市,2,农业户口,健康
1103020007710001,2018,北京市,45,女,北京市,是,40000,初中,北京市,北京市,2,农业户口,健康
1103020007710002,2016,北京市,44,男,北京市,是,100000,普通高中,,北京市,2,农业户口,一般
1103020007710002,2017,北京市,45,男,北京市,是,80000,普通高中,,北京市,2,农业户口,一般
1103020007710002,2018,北京市,46,男,北京市,是,60000,普通高中,,北京市,2,农业户口,健康
1103020007710003,2016,北京市,28,男,北京市,是,7283.238172531128,大学本科,,北京市,1,农业户口,健康
1103020007710003,2017,北京市,29,男,北京市,是,9935.379028320313,大学本科,,北京市,1,居民户口（之前是农业户口）,健康
1103020007710003,2018,北京市,30,男,北京市,是,10000,大学本科,,北京市,1,居民户口（之前是农业户口）,健康
1103020008620001,2016,北京市,44,男,北京市,是,60000,初中,,北京市,2,农业户口,一般
1103020008620001,2017,北京市,45,男,北京市,是,80000,初中,,北京市,2,农业户口,一般
1103020008620001,2018,北京市,46,男,北京市,是,100000,初中,,北京市,2,农业户口,健康
1103020008620002,2016,北京市,44,女,北京市,是,30000,大学本科,,河北省,2,农业户口,一般
1103020008620002,2017,北京市,45,女,北京市,是,40000,大学本科,,河北省,2,农业户口,一般
1103020008620002,2018,北京市,46,女,北京市,是,50000,大学本科,,河北省,2,农业户口,健康
1103020009020001,2016,北京市,30,男,安徽省,否,36000,大学本科,,安徽省,1,农业户口,非常健康
1103020009020001,2017,北京市,31,男,安徽省,否,55500,大学本科,,安徽省,1,农业户口,非常健康
1103020009020001,2018,北京市,32,男,北京市,是,75000,大学本科,,安徽省,1,农业户口,非常健康
1103020009120001,2016,北京市,32,女,北京市,是,50000,普通高中,,北京市,1,农业户口,健康
1103020009120001,2017,北京市,33,女,北京市,是,55000,普通高中,,北京市,1,农业户口,健康
1103020009120001,2018,北京市,34,女,北京市,是,60000,普通高中,,北京市,1,农业户口,非常健康
1103030002110002,2014,北京市,40,男,北京市,是,10000,初中,北京市,河北省,2,非农户口,非常健康
1103030002110002,2015,北京市,41,男,北京市,是,15000,初中,北京市,河北省,2,居民户口（之前是非农户口）,比较不健康
1103030002110002,2016,北京市,42,男,北京市,是,20000,初中,北京市,河北省,2,居民户口（之前是非农户口）,一般
1103030002110002,2017,北京市,43,男,北京市,是,25000,初中,北京市,河北省,2,居民户口（之前是非农户口）,比较不健康
1103030002110002,2018,北京市,44,男,北京市,是,30000,初中,北京市,河北省,2,非农户口,比较不健康
1203010000300001,2012,天津市,49,男,天津市,是,20000,初中,天津市,天津市,2,非农户口,比较不健康
1203010000300001,2013,天津市,50,男,天津市,是,20000,初中,天津市,天津市,2,非农户口,比较不健康
1203010000300001,2014,天津市,51,男,天津市,是,20000,初中,天津市,天津市,2,非农户口,一般
1203010000300001,2015,天津市,52,男,天津市,是,20000,初中,天津市,天津市,2,非农户口,比较不健康
1203010000300001,2016,天津市,53,男,天津市,是,20000,初中,天津市,天津市,2,非农户口,比较不健康
1203010000300001,2017,天津市,54,男,天津市,是,20000,初中,天津市,天津市,2,非农户口,比较不健康
1203010000300001,2018,天津市,55,男,天津市,是,20000,初中,天津市,天津市,2,农业户口,比较不健康
1203010000300002,2012,天津市,49,女,天津市,是,20000,普通高中,天津市,天津市,2,非农户口,一般
1203010000300002,2013,天津市,50,女,天津市,是,24672.57022857666,普通高中,天津市,天津市,2,非农户口,一般
1203010000300002,2014,天津市,51,女,天津市,是,23060.59837341309,普通高中,天津市,天津市,2,非农户口,一般
1203010000300002,2015,天津市,52,女,天津市,是,21420.48120498657,普通高中,天津市,天津市,2,非农户口,一般
1203010000300002,2016,天津市,53,女,天津市,是,22148.04172515869,普通高中,天津市,天津市,2,非农户口,一般
1203010000300002,2017,天津市,54,女,天津市,是,20029.54483032227,普通高中,天津市,天津市,2,非农户口,一般
1203010000300002,2018,天津市,55,女,天津市,是,22569.71597671509,普通高中,天津市,天津市,2,农业户口,一般
1203010001700002,2012,天津市,22,女,天津市,是,15600,大学本科,天津市,天津市,1,非农户口,一般
1203010001700002,2013,天津市,23,女,天津市,是,21800,大学本科,天津市,天津市,1,非农户口,一般
1203010001700002,2014,天津市,24,女,天津市,是,28000,大学本科,天津市,天津市,1,非农户口,健康
1203010001700002,2015,天津市,25,女,天津市,是,32000,大学本科,天津市,天津市,1,非农户口,一般
1203010001700002,2016,天津市,26,女,天津市,是,36000,大学本科,天津市,天津市,1,非农户口,健康
1203010001700002,2017,天津市,27,女,天津市,是,42000,大学本科,天津市,天津市,1,非农户口,一般
1203010001700002,2018,天津市,28,女,天津市,是,48000,大学本科,天津市,天津市,1,非农户口,一般
1203010003400003,2016,天津市,34,女,天津市,是,50000,大专,,天津市,1,居民户口（之前是非农户口）,非常健康
